2019-05-29 18:57:45,"RT @CasioProjectors: With one-click connect and outstanding brightness, our Superior Series is the future-proofed #EdTech solution for the…"
2019-05-29 18:57:44,"RT @leeannjung: Most students with IEPs don't need lower expectations—many only need scaffolded support, time, and faith from their teacher…"
2019-05-29 18:57:24,"The Lead2Feed Student Leadership Program teaches...

🧠 Growth Mindset 
👥 Teamwork 
❤️ Social Emotional Learning
📚 and more. 

Join -&gt; https://t.co/caR5ctImW5  #edchat #pbl https://t.co/FrEbDYfdEH"
2019-05-29 18:56:12,"RT @jeffhiseredu: “Change is a given; how you respond is within your control.” 

#edchat #leadupchat #joyfulleaders

 https://t.co/MT37QwF7…"
2019-05-29 18:55:47,RT @Tech_snacks: Teach math? You probably have heard of Khan Academy. Have you looked at Mathispower4u? https://t.co/B5VU5Vtsl3 Six thousan…
2019-05-29 18:55:28,RT @BLicata: Summer Jobs in NYC for 14-24 yr olds #jobs #nyc #nycdoe #schools #edchat #statenisland #silive http://t.co/wraMKNxRwv
2019-05-29 18:55:26,@mraspinall NO! Teachers’ working conditions are students’ learning conditions and they are disgraceful. #EdChat #AFTvotes #FundOurFuture #Bernie2020 #NotMeUs https://t.co/PpYLKbvvLj
2019-05-29 18:55:00,Don't forget to submit a conference proposal before you head off to a well-deserved summer break. https://t.co/dZn0dp1URv Our deadline is September 5. #sschat #edchat #worldhistory #whapchat https://t.co/DkWnlDhWN7
2019-05-29 18:54:58,RT @SueAtkins: Just seen a preview ! Absolutely fab episode with the absolutely great  @carpool4school1 - watch out for Friday ! #teaching…
2019-05-29 18:54:56,RT @markmhennes: New to #personalizedlearning? Check out an interview conducted at PLearn MA conference! Lrn more abt #plearning by checkin…
2019-05-29 18:54:48,"RT @MathIsVisual: Solving Two-Step Equations Using Visual Representations: The Linear Model

Grab all the prompts here: https://t.co/3MGai8…"
2019-05-29 18:54:31,Just seen a preview ! Absolutely fab episode with the absolutely great  @carpool4school1 - watch out for Friday ! #teaching #learning #parenting #edchat https://t.co/6D90byejIM
2019-05-29 18:54:27,RT @MrBourassaED: I did something super cool with a class I was working with! Interactive body systems with @scratch and @makeymakey. Inspi…
2019-05-29 18:54:21,"RT @DaleFisherEdD: Get Ready for #DalesHRMoment...

Everyday your actions are going to make a difference. The impact will be + or -. Being…"
2019-05-29 18:54:19,Very proud! #ElRanchoUSD #Education #Edu #EdChat 💐 https://t.co/iZ0AS0fGdt
2019-05-29 18:53:04,"RT @MathDenisNJ: How will you finish your school year? Will you cross the finish line strong, or will you fizzle out?
Join #MakeItReal toni…"
2019-05-29 18:53:02,"RT @TeacherToolkit: The findings of the #VerbalFeedbackProject research with @Lcll_Io, @MarkQuinn1968 and 14 brilliant teachers working in…"
2019-05-29 18:51:47,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:51:40,RT @MindShiftKQED: Ability grouping remains common practice in schools across the country despite research showing it contributes to segreg…
2019-05-29 18:51:20,"Using Stories to Teach Math
Teaching LITERACY and MATH at once helps make the most of class time while deepening young students’ understanding in both subjects. More at Edutopia: https://t.co/runrwfafZ7 
#elemchat #elemmathchat #edchat https://t.co/VS7nBEHX6h"
2019-05-29 18:51:13,RT @eraser: How Technology Helps in the Education of Special-Needs Students . #Infographic https://t.co/xe8hsgGQ3e #tech #edtech #edchat #K…
2019-05-29 18:51:04,RT @Dynamixllcorg: Taking the lens off of time management can actually increase productivity. https://t.co/bJh4I0nkHG #edchat #k12 #suptcha…
2019-05-29 18:51:02,"RT @MathDenisNJ: How will you finish your school year? Will you cross the finish line strong, or will you fizzle out?
Join #MakeItReal toni…"
2019-05-29 18:50:41,RT @Catlin_Tucker: Station Rotation Model: Avoid Falling into a Rut https://t.co/Hf7um9rIDD #BLinAction #PowerUpBL #BlendedLearning #Statio…
2019-05-29 18:50:27,The PULSE of EdTech from LEARNstyle is out! https://t.co/mNw5lQmN8i Stories via @ChrisGloverMPP @marymelgreene @HaleyOverland #edchat #edtech
2019-05-29 18:50:19,RT @MrBourassaED: I did something super cool with a class I was working with! Interactive body systems with @scratch and @makeymakey. Inspi…
2019-05-29 18:50:07,Up Your Reading Game with @commonlit #edtech #edchat https://t.co/dYhMNsA3Oa
2019-05-29 18:50:04,Taking the lens off of time management can actually increase productivity. https://t.co/bJh4I0nkHG #edchat #k12 #suptchat #OhioEd https://t.co/AxoOstAAT9
2019-05-29 18:50:04,How Technology Helps in the Education of Special-Needs Students . #Infographic https://t.co/xe8hsgGQ3e #tech #edtech #edchat #K12 #education #educación #elearning #technology #emergingtechnologies #digitaltransformation #industry40 #TIC #TICE #aprendizaje #docencia #students https://t.co/e3rgUOKaXK
2019-05-29 18:50:04,Students Say They Are Not as Tech Savvy as Educators Assume https://t.co/cZxe1YqdtS via @EdSurge #edtech #edchat
2019-05-29 18:50:00,"New to #personalizedlearning? Check out an interview conducted at PLearn MA conference! Lrn more abt #plearning by checking out r resources page at https://t.co/yj9K2KknRL! Be on the lookout for one of our conferences near you! #edtech  #edchat #plearnse19 #suptchat
#principals https://t.co/O50dtkFhjv"
2019-05-29 18:49:56,"RT @MathDenisNJ: How will you finish your school year? Will you cross the finish line strong, or will you fizzle out?
Join #MakeItReal toni…"
2019-05-29 18:49:38,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:49:35,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:49:17,"How will you finish your school year? Will you cross the finish line strong, or will you fizzle out?
Join #MakeItReal tonight at 9:30 for strategies to end the year with Energy and Inspiration! 
#tlap #kidsdeserveit #122edchat #5thchat #edchat #celebratED  #thedailyblend https://t.co/Oo8yzGGIMl"
2019-05-29 18:49:09,"RT @jprofNB: The danger is not aiming high and missing your mark. The danger is aiming low and hitting your mark.

Always aim high. Each an…"
2019-05-29 18:49:04,"RT @ChemistMatthew: Why would you change your effort if you have an idea of grade boundaries before your exam? Or before your revision?

#e…"
2019-05-29 18:49:03,"How did you prepare for your #instructionalcoaching role? How do you continually learn/grow?

Watch the full episode w/ @dianabeabout: &amp; @mscofino: https://t.co/0ThPFDPjQW

#EduroLearning #CoachBetter #educoach #isedcoach #educoachoc #edtech #etcoaches #profdev #edchat #techcoach https://t.co/fUedPW4NOU"
2019-05-29 18:48:15,"RT @CommonSenseEd: Our new findings show that teens and parents both have “an intense relationship with their phones at night."" 
https://t.…"
2019-05-29 18:48:11,RT @MindShiftKQED: Ability grouping remains common practice in schools across the country despite research showing it contributes to segreg…
2019-05-29 18:48:07,"Philanthropists now looking to help ""spawn a new generation of programmers who understand the human implications of their code."" Via @InsidePhilanthr #edtech #edchat #coding 

https://t.co/5NxiljMYPP"
2019-05-29 18:48:01,The confidence to believe in oneself is a powerful thing #testimonials #horses #edchat #healinghorses #WednesdayWisdom https://t.co/kfC7RwDyvY
2019-05-29 18:48:00,"Hey friends in the NE US! 

You should be at @CECACT @ctcasl Conference in Oct. 

It’s an amazing event you don’t want to miss!

#edchat #tlchat https://t.co/oiqGMo8LZO"
2019-05-29 18:47:05,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:47:01,Some Kentucky Parents Upset That ‘There’s No Other Options’ Besides Online Learning Program — And Some Love It https://t.co/BideXiWlSy via @vhspears #OnlineLearning #EdChat
2019-05-29 18:46:50,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:46:19,"RT @GPBEducation: School is out for the summer, but that doesn't mean kids have to stop learning! 
Check out these 5 ways you can help comb…"
2019-05-29 18:45:36,How Movement and Exercise Help Kids Learn Via @MindShiftKQED @wsazuki @dfkris https://t.co/lGM2ete54V #edchat #parents #movement #play https://t.co/FjEwn1V940
2019-05-29 18:45:24,"RT @barbaratreacy: The racially responsive facilitator: ""As the demographics in urban, suburban and rural public schools in the U.S. shift,…"
2019-05-29 18:45:08,"We partnered with @MDRBiz on a research study about social-emotional learning in K-12 schools. Check out a recent webinar we did sharing insights from the report and the future of SEL.

#SocialEmotionalLearning #EdChat #K12 

https://t.co/jBWRUTB3v0"
2019-05-29 18:43:47,"RT @EdSurge: How can we teach that poor grades don't indicate failure, but rather that we haven’t found the correct learning strategy? (fro…"
2019-05-29 18:43:39,As teachers the best environments we can provide for our students are the ones that lead them to take responsibility for their own learning. In tears reading this beautiful card from a leaving student... we never know the impact we have! ♥️ #edchat #connections https://t.co/7D4Jz3ZsG3
2019-05-29 18:43:06,"How can we teach that poor grades don't indicate failure, but rather that we haven’t found the correct learning strategy? (from 2018) https://t.co/I962dcEQ5O #edchat #edresearch"
2019-05-29 18:42:49,RT @mraspinall: Do we care as much about staff well-being as we do student well-being? Asking for a friend. #edchat ❤️
2019-05-29 18:42:22,"RT @mcricker: ICYMI, Minnesota will recognize our Hmong veterans with a state holiday beginning next May! Educators, direct me to some less…"
2019-05-29 18:42:19,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:42:02,"Because every student counts. Count on the MAP Suite. https://t.co/l7cOSinuzS
#edchat #education #teachers #assessments https://t.co/iNWLNPrV3e"
2019-05-29 18:41:45,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:41:32,RT @drlangraad: Awesome teachers spend more time creating engaging experiences that interest students and less time trying to make students…
2019-05-29 18:41:30,"I have been finding so many awesome education resources! What amazing websites or apps have you learned about or know about that we can share for educators?

#edchat #edtech #edtechteam #Google #googleclassroom #AZGoogle @GoogleForEdu @Google #educators #forteachers"
2019-05-29 18:40:56,"RT @RainbowRabbit: The #school year is over soon, but Rainbow Rabbit's programs are available all year! Get yours now for the Fall! #edchat…"
2019-05-29 18:40:43,"RT @sharemylesson: Listen to the High school winner of the first @NPR Student Podcast Challenge: 
""Murderous Mary and the Rise of Erwin"" ht…"
2019-05-29 18:40:26,RT @ChoiceMediatv: PODCAST: Why Education Reform Has Become a Bad Word https://t.co/Ls7Xwv4v5K @edu_post @citizenstewart @lanewrightme @i_s…
2019-05-29 18:40:21,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:40:11,"Voting is about more than filling out a ballot. This summer @CivicYouth &amp; @UCRExtension are offering an online course for #educators focused on supporting youth to be informed voters. Sign up today! #CivicEd #DemocracyEd #profdev #lesson #sschat #edchat

https://t.co/ODlxXwp1sp https://t.co/Gyim1ifMwm"
2019-05-29 18:40:09,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:40:09,Interactive Worksheets on Google Slides #edchat #teachsauce #worksheets #teachingideas #edtech https://t.co/XqYp0Md4me https://t.co/tlcg7f7aZL
2019-05-29 18:40:05,"From the late 1990s until 2017, the reading performance of Hispanic fourth-grade students in Florida jumped 27 points; for low-income kids it was an astonishing 29 point-gain. https://t.co/1fyilX6J5b #FLed #EdChat"
2019-05-29 18:40:02,"RT @ArcadiaUnified: We are hiring for an Assistant Principal at Arcadia High School! 
See link for details &amp; deadline... 
https://t.co/90hD…"
2019-05-29 18:39:18,"RT @mrmatera: So excited to have this amazing lineup for the #HiveSummit this year. Please help get the word out. 

Sign up at: https://t.c…"
2019-05-29 18:39:00,RT @Tech_snacks: Teach math? You probably have heard of Khan Academy. Have you looked at Mathispower4u? https://t.co/B5VU5Vtsl3 Six thousan…
2019-05-29 18:38:48,"RT @CasioProjectors: With one-click connect and outstanding brightness, our Superior Series is the future-proofed #EdTech solution for the…"
2019-05-29 18:38:46,RT @DrAAlston: How Are Educators Broadening Their Definitions of Evidence? https://t.co/sz9B8m99Nw #edchat https://t.co/0pZNMmB7f8
2019-05-29 18:38:46,"RT @angelinaacook: Voice comments in Google Docs?! 

If you have a student who struggles with text based work you can give them audio feedb…"
2019-05-29 18:38:01,"So many of us are going back to a paper planner so we can track our time and reflect. I share two planners, a free website and talk with Keith Pomeroy about his bullet planner. #edchat #k12 #suptchat #educators #edutwitter 
https://t.co/sond8RW15K https://t.co/FVtDXvwvhi"
2019-05-29 18:37:45,Is it #summer yet? Thank you to all the #teachers who completed our survey this month!  We heard you and are inviting you to continue the #personalfinance conversation. Email us at teachercommunity@clerkie.io about the #moneymatters on your mind!  #finlit #edchat #teachertwitter https://t.co/G7V9JDcodE
2019-05-29 18:37:30,"RT @teachconnect_us: 30 Thought-Provoking Questions to Ask Your Students
@gomindsets  @kofibarimah  #@gomindsets BloomsTaxonomy #pascd #asc…"
2019-05-29 18:37:18,"RT @sharemylesson: Listen to the High school winner of the first @NPR Student Podcast Challenge: 
""Murderous Mary and the Rise of Erwin"" ht…"
2019-05-29 18:37:05,"Voice comments in Google Docs?! 

If you have a student who struggles with text based work you can give them audio feedback on their work! 
https://t.co/NNZLwswGhT

@GoogleForEdu @Google  #edtech #edchat #EdTechTeam #AZGoogle #MINDBLOWN"
2019-05-29 18:37:03,"RT @MindShiftKQED: ""We've seen this huge shift in the overall tone and civility of the school culture"" https://t.co/7KkpNclTe0 @Kschwart #e…"
2019-05-29 18:36:54,"RT @CasioProjectors: With one-click connect and outstanding brightness, our Superior Series is the future-proofed #EdTech solution for the…"
2019-05-29 18:36:26,Teach math? You probably have heard of Khan Academy. Have you looked at Mathispower4u? https://t.co/B5VU5Vtsl3 Six thousand mini math lessons by @PhoenixCollege instructor James Sousa. #edtech #edchat #OER
2019-05-29 18:35:41,RT @Catlin_Tucker: Station Rotation Model: Avoid Falling into a Rut https://t.co/Hf7um9rIDD #BLinAction #PowerUpBL #BlendedLearning #Statio…
2019-05-29 18:35:31,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:34:05,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:33:58,"RT @Cr8tingCr8tors: Coming soon from @cinemacreatives, in association with @SantaAnaUSD, we are proud to present the impactful student shor…"
2019-05-29 18:33:56,"So excited to have this amazing lineup for the #HiveSummit this year. Please help get the word out. 

Sign up at: https://t.co/qayKAxzmlD 

Retweet and share out with your friends and family. 

#XPLAP #tlap #txed #nyedchat #ohedchat #iledchat #edchat https://t.co/xOblFub1ka"
2019-05-29 18:33:27,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:33:00,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:32:22,"5th graders were teachers today! They wrote lesson plans, made slideshows, created assessments, and managed the classroom. I had a blast being a student! #edchat #teaching https://t.co/pdjsyKMo3t"
2019-05-29 18:31:18,"RT @ChoicesProgram: Teachers in #Oregon, please check out our curriculum unit Confronting Genocide: Never Again? https://t.co/9fOXuAzLjQ @O…"
2019-05-29 18:31:08,"Do you hate printing something, signing it, and then emailing it back? You need to use this website! Another teacher treasure sign! 
https://t.co/7PrLFbB4Nb 

#OMG #MINDBLOWN #edtechteam #edtech #edchat #forteachers #AZGoogle"
2019-05-29 18:30:40,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:30:37,RT @MindShiftKQED: Ability grouping remains common practice in schools across the country despite research showing it contributes to segreg…
2019-05-29 18:30:14,"Join us June 12 for this FREE webinar. Dr. Tom Roy will share a five-step coaching cycle proven to foster better teaching, as well as methods and techniques to support teachers through the change process. #coaching #edchat #teaching https://t.co/QBbYl7Edd0 https://t.co/EIkfSsfBit"
2019-05-29 18:30:13,RT @EdSurge: We’ve all seen the amazing things teachers can do to improve their classrooms. Now let’s give them a chance to transform our e…
2019-05-29 18:30:09,"#TodayInHistory #Wisconsin became the 30th state in the Union on May 29, 1848. Explore more of the “badger state” with #primarysources! https://t.co/ch5dKwYS7g #tlchat #sschat #edchat #geography https://t.co/EZISybiCTp"
2019-05-29 18:30:00,"How much do you know about #OnlineSafety? Test yourselves with our online quiz and download our free factsheet bundle with information and advice on Fortnite, TikTok, cyber-flashing and YouTube: https://t.co/rMCkXonOCM #Education #Edchat https://t.co/dNBWif3GdQ"
2019-05-29 18:29:30,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:29:29,RT @sharemylesson: Don't miss the winners of the first @NPR Student Podcast Challenge. Meet these great students and listen to their work h…
2019-05-29 18:29:23,RT @teacherchalky1: Don't forget to keep pushing how answer questions in Physics with students ready for their first Physics exam.  Here's…
2019-05-29 18:29:17,"How did I not know about Kami!?
You can save time and save paper! It is user-friendly and the students will enjoy it with Google Drive! It will also save your district money! 
https://t.co/Jy3pqlLvJ6

#OMG #MINDBLOWN #edtechteam #edtech #edchat #forteachers #AZGoogle"
2019-05-29 18:29:11,RT @kathleenodean: In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp;…
2019-05-29 18:28:59,RT @ellenfweber: How to Bully Proof Our Brains Against Upset from Hateful Rhetoric. https://t.co/t5nIO0Y6kw #politics #leader #leadership #…
2019-05-29 18:28:44,"I've been using Justin Bieber and Beyonce Knowles to teach essay writing for most of the past decade. This template still catches the attention of students, without an exception. #internationaleducation #edchat #englishteacher #socialstudies https://t.co/iGtYYojjwB"
2019-05-29 18:28:25,How to Bully Proof Our Brains Against Upset from Hateful Rhetoric. https://t.co/t5nIO0Y6kw #politics #leader #leadership #mindfulness #brainbasedlearning #brainbasedchat #Management #edchatMENA #conflict #inspire #edchat https://t.co/bt2b5Cav8H
2019-05-29 18:28:22,"In case you  missed it over the holiday weekend: Here's my newest BOOK GIVEAWAY for #teachers and #librarians. Follow &amp; retweet to enter. Winner will be announced on Saturday, 6/1. US only. #kidlit #edchat #tlchat #kidsneedbooks @annbradenbooks @Jarrett_Lerner https://t.co/xG8axmtuPK"
2019-05-29 18:28:00,"Don't forget to keep pushing how answer questions in Physics with students ready for their first Physics exam.  Here's a quick example

#ukedchat #science #nqtchat #aqascience #aussieED #edchat #TeamScience #sciencerevision #aqaphysics https://t.co/uC0686FVOs"
2019-05-29 18:27:53,"RT @CommonSenseEd: Our new findings show that teens and parents both have “an intense relationship with their phones at night."" 
https://t.…"
2019-05-29 18:27:48,"RT @CPCOofficial: Are you subscribed to the #CPCOYouTube page? If not, check it out at the link below!

https://t.co/TznsOzffJs 

#edchat #…"
2019-05-29 18:27:40,"RT @justintarte: Each student walking down the hall deserves eye contact and a positive greeting. 

This is an easy way to model 'adulting'…"
2019-05-29 18:27:32,RT @MattHiefield: What does it mean to be digitally literate? Check out this definition from the National Digital Inclusion Alliance.   htt…
2019-05-29 18:27:24,"Yay!! The new https://t.co/5wO1QLZzL2 now works in 10+ languages! Some frequent requests? #Spanish #Hindi #Portuguese and #French are all LIVE on the site now!

#GlobalEd #EdChat #Storytelling #Languages #NoBarriers https://t.co/nZoYG609IN"
2019-05-29 18:27:05,10 video channels for Computing teachers https://t.co/BgbY2hvzIW #Edchat
2019-05-29 18:26:00,RT @ChoiceMediatv: ‘Playful Assessments’ Try to Gage How Much Students of Project-Based Learning Understand of Academic Content https://t.c…
2019-05-29 18:25:35,"RT @misskyritsis: Create VR tours with Google Tour Creator

📷 Insert 360° images
 📍Insert images from Street View
 ✍️ Add descriptions
 🗣️…"
2019-05-29 18:25:11,"RT @remote_edujobs: Science Curriculum Alignment Contractor needed
https://t.co/F04hhBgyGC
#remote #remotework #remotejobs #edujobs #flexib…"
2019-05-29 18:25:06,"Science Curriculum Alignment Contractor needed
https://t.co/F04hhBgyGC
#remote #remotework #remotejobs #edujobs #flexibleworking #workathome #workfromanywhere #workfromhomemom #workfromhomemoms #edchat #ngsschat #ISTE19 #scichat #elemchat #mschat #teachchat #teacherlife #teaching"
2019-05-29 18:25:03,Don't miss the winners of the first @NPR Student Podcast Challenge. Meet these great students and listen to their work https://t.co/DaVdtr7eK3 #EdChat #FirstYearTeacher #NewTeacherJourney #nt2t @AFTunion https://t.co/XDvR1WHtmc
2019-05-29 18:25:02,RT @sharemylesson: Use these resources during the #MentalHealthAwarenessMonth to help all students &amp; resources for specific conditions that…
2019-05-29 18:25:01,🏃Don't wait - Join the critical thinking revolution by requesting a quote today! 👉https://t.co/0eY0CgMsFU #whereisthinkLaw #edleaders #edchat #k12 #teachers #principals #pblchat #blendedlearning #curriculum #planningahead https://t.co/r2eclEX25D
2019-05-29 18:24:53,"RT @ShellTerrell: NatGeo Mapmaker Interactive! A free online web tool where students can annotate a map with flags, a story, or measurement…"
2019-05-29 18:24:20,Ss learn about the rich history and amazing architecture during our field trip to San Juan Capistrano mission. I love outdoor learning! #edchat #sanjuancapistranomission https://t.co/XQcNTDnDBT
2019-05-29 18:24:17,"RT @AVID4College: Congratulations to AVID Teacher Ricky Ramirez! He just won $100,000 from @TheEllenShow and @Walmart! Way to make us all p…"
2019-05-29 18:23:57,"RT @emileferlisi: Teachers, please help me plan forward: Which form of professional learning would work best for you? Complete the sentence…"
2019-05-29 18:23:52,RT @EdTechNerd: Changing the Writing Process with Google Classroom https://t.co/TOCuFSJkEt #edtech #edchat
2019-05-29 18:23:21,"RT @preschoolers: What if being sent out of the classroom meant jumping, twisting, and hopping your cares away? Why schools are embracing t…"
2019-05-29 18:23:08,RT @Catlin_Tucker: Station Rotation Model: Avoid Falling into a Rut https://t.co/Hf7um9rIDD #BLinAction #PowerUpBL #AfricaED #Edchat #CAedc…
2019-05-29 18:22:31,"Have you ever reflected on your perceptions about girls learning mathematics?

Take a moment to complete and reflect.

#edchat #MSMTGirls https://t.co/9AZDnWVE5U"
2019-05-29 18:22:19,"RT @ShakeUpLearning: 📚50 Awesome Books for Teachers 
https://t.co/rJyvYpi4QP
#edtech #gsuiteedu #teaching #tlap #shakeuplearning #edchat #k…"
2019-05-29 18:22:18,"RT @TeacherToolkit: The findings of the #VerbalFeedbackProject research with @Lcll_Io, @MarkQuinn1968 and 14 brilliant teachers working in…"
2019-05-29 18:22:11,"RT @TeacherToolkit: The findings of the #VerbalFeedbackProject research with @Lcll_Io, @MarkQuinn1968 and 14 brilliant teachers working in…"
2019-05-29 18:22:00,Changing the Writing Process with Google Classroom https://t.co/TOCuFSJkEt #edtech #edchat
2019-05-29 18:21:54,"RT @Alex_Corbitt: What Great Listeners ACTUALLY Do 👂🏽🤔🏆 (by @jhzenger, @JoeFolkman &amp; @ImpactWales) #edchat #education #edtech #elearning #k…"
2019-05-29 18:21:20,"RT @LizBarajas007: ✅Every child deserves a second chance even when you think they don't! 

✅Stress only occurs when we think behavior can’t…"
2019-05-29 18:21:06,RT @PledgeCents: Help your students grow their vocabulary more efficiently w/ @ClassTracks! https://t.co/9cJ7FYVkmT #teacherlife #teaching…
2019-05-29 18:20:49,"📚50 Awesome Books for Teachers 
https://t.co/rJyvYpi4QP
#edtech #gsuiteedu #teaching #tlap #shakeuplearning #edchat #k12 #tpt"
2019-05-29 18:20:23,RT @PixtonEDU: Seven ways to support student writing. Another @PixtonEDU comic inspired by Jennifer Gonzalez @cultofpedagogy. #elachat #edc…
2019-05-29 18:20:22,"RT @MathDenisNJ: Join #MakeItReal tonight at 9:30PM EST for our Super Fast, Super Awesome Chat!
See you there!
#tlap #learnlap #leadlap #12…"
2019-05-29 18:20:02,How Are Educators Broadening Their Definitions of Evidence? https://t.co/sz9B8m99Nw #edchat https://t.co/0pZNMmB7f8
2019-05-29 18:19:48,"The findings of the #VerbalFeedbackProject research with @Lcll_Io, @MarkQuinn1968 and 14 brilliant teachers working in 7 English state schools will be published in September 2019.

Stay tuned 📲   https://t.co/7Ji4zONUHM #SLTchat #ukedchat #ResearchEd #edchatMENA #edchat https://t.co/evbcm4u5kj"
2019-05-29 18:19:09,Layers of the Earth Day Craft Foam Ball #earthday #science #edchat https://t.co/zUE53NJlW9 https://t.co/2XAbKGNN63
2019-05-29 18:18:34,"RT @loudlearning: The boss in a school has a title. The Leader in a school has people. Big difference! 
#edchat #education"
2019-05-29 18:18:01,"Social media marketing is so much more than the tools. Whether you need a crash course or something more in depth, contact us! https://t.co/OsVdhOX5YF #workshop #marketing #training #edchat #edtech https://t.co/60fEk7lt3l"
2019-05-29 18:17:37,"RT @CommonSenseEd: Our new findings show that teens and parents both have “an intense relationship with their phones at night."" 
https://t.…"
2019-05-29 18:17:14,"RT @MRMGPartners: ""Systems and structures change nothing. People do."" @richardgerver https://t.co/Ye4dVCvvLT #edchat"
2019-05-29 18:16:45,RT @JasonSteinhauer: The History Department at @Macalester mapped their curriculum to find that certain desired learning objectives—such as…
2019-05-29 18:15:44,"RT @ArcadiaUnified: We are hiring for an Assistant Principal at Arcadia High School! 
See link for details &amp; deadline... 
https://t.co/90hD…"
2019-05-29 18:15:22,Check out this great report from @UnderstoodOrg and @ncldorg that digs into the state of education for children with #LearningDisabilities #edchat #personalizedlearning https://t.co/KLhCyohtfi
2019-05-29 18:15:10,"RT @urban_teacher: I see lots of new teachers trying to rush into leadership after 1-3 years of teaching.

Slow down you have another 35+ y…"
